date,branch,direction,dOpen,bHi,bLo,entry,sl,tp,outcome,exit_price,exit_bar,bars_held,bars_to_entry,pnl,mfe,mae
2025-03-03,along,1,8187.657,8212.689,8212.593,8212.689,8195.593,8251.689,SL,8195.593,2025-03-03 11:06:00+11:00,62,0,-17.09599999999955,25.0,18.032000000001062
2025-03-04,along,1,8187.689,8189.561,8184.999,8189.561,8167.999,8228.561,SL,8167.999,2025-03-04 10:14:00+11:00,10,0,-21.561999999999898,0.43800000000010186,22.0
2025-03-05,along,1,8123.689,8140.999,8135.999,8140.999,8118.999,8179.999,SL,8118.999,2025-03-05 11:51:00+11:00,107,0,-22.0,14.594000000000051,22.373999999999796
2025-03-06,along,1,8116.593,8120.625,8118.625,8120.625,8101.625,8159.625,SL,8101.625,2025-03-06 10:33:00+11:00,29,0,-19.0,7.032000000000153,20.935999999999694
2025-03-07,along,1,8021.561,8023.999,8022.689,8023.999,8005.689,8062.999,SL,8005.689,2025-03-07 10:20:00+11:00,16,0,-18.30999999999949,0.6900000000005093,18.40599999999995
2025-03-10,along,1,7941.689,7962.689,7949.625,7962.689,7932.625,8001.689,TIMEOUT,7963.593,2025-03-10 13:05:00+11:00,180,0,0.9039999999995416,18.30999999999949,14.096000000000458
2025-03-13,along,1,7788.657,7802.689,7795.625,7802.689,7778.625,7841.689,TIMEOUT,7808.999,2025-03-13 10:59:00+11:00,55,0,6.309999999999491,6.871999999999389,9.128000000000611
2025-03-19,along,1,7811.625,7825.561,7823.561,7825.561,7806.561,7864.561,TP,7864.561,2025-03-19 12:28:00+11:00,140,0,39.0,40.09600000000046,16.0
2025-03-25,along,1,7964.689,7974.689,7968.625,7974.689,7951.625,8013.689,TIMEOUT,7970.657,2025-03-25 13:07:00+11:00,180,0,-4.032000000000153,21.30999999999949,6.128000000000611
2025-03-26,along,1,7988.625,7998.657,7993.625,7998.657,7976.625,8037.657,TIMEOUT,7988.561,2025-03-26 10:59:00+11:00,55,0,-10.096000000000458,9.341999999999643,11.064000000000306
2025-03-28,along,1,7954.999,7958.625,7956.625,7958.625,7939.625,7997.625,TP,7997.625,2025-03-28 12:32:00+11:00,148,0,39.0,40.935999999999694,18.064000000000306
2025-03-31,along,1,7861.999,7879.657,7875.657,7879.657,7858.657,7918.657,SL,7858.657,2025-03-31 11:18:00+11:00,74,0,-21.0,3.032000000000153,22.064000000000306
2025-04-01,along,1,7899.999,7910.625,7901.561,7910.625,7884.561,7949.625,SL,7884.561,2025-04-01 11:15:00+11:00,71,0,-26.064000000000306,11.935999999999694,27.064000000000306
2025-04-09,along,1,7329.999,7352.561,7341.657,7352.561,7324.657,7391.561,SL,7324.657,2025-04-09 10:08:00+10:00,4,0,-27.90399999999954,2.0960000000004584,29.935999999999694
2025-04-10,along,1,7843.657,7865.657,7852.689,7865.657,7835.689,7904.657,SL,7835.689,2025-04-10 10:10:00+10:00,6,0,-29.967999999999847,0.0,35.09600000000046
2025-04-16,along,1,7737.593,7750.999,7747.689,7750.999,7730.689,7789.999,TIMEOUT,7775.689,2025-04-16 13:06:00+10:00,180,0,24.69000000000051,35.69000000000051,7.438000000000102
2025-04-17,along,1,7741.657,7762.593,7757.625,7762.593,7740.625,7801.593,TIMEOUT,7792.625,2025-04-17 13:07:00+10:00,180,0,30.032000000000153,34.09600000000046,4.0
2025-04-22,along,1,7718.593,7754.561,7737.625,7754.561,7720.625,7793.561,TP,7793.561,2025-04-22 11:31:00+10:00,87,0,39.0,40.4380000000001,15.871999999999389
2025-04-23,along,1,7954.593,7961.625,7960.625,7961.625,7943.625,8000.625,SL,7943.625,2025-04-23 10:26:00+10:00,22,0,-18.0,10.032000000000153,18.064000000000306
2025-04-24,along,1,7924.657,7940.561,7936.689,7940.561,7919.689,7979.561,TIMEOUT,7963.999,2025-04-24 13:06:00+10:00,180,0,23.438000000000102,35.4380000000001,0.9679999999998472
2025-04-28,along,1,8041.657,8047.689,8043.625,8047.689,8026.625,8086.689,SL,8026.625,2025-04-28 11:28:00+10:00,84,0,-21.064000000000306,4.309999999999491,21.064000000000306
2025-04-29,along,1,7999.625,8014.689,8005.561,8014.689,7988.561,8053.689,TP,8053.689,2025-04-29 12:11:00+10:00,127,0,39.0,41.90399999999954,11.128000000000611
2025-04-30,along,1,8089.689,8098.593,8096.625,8098.593,8079.625,8137.593,SL,8079.625,2025-04-30 11:30:00+10:00,86,0,-18.967999999999847,9.405999999999949,21.90399999999954
2025-05-02,along,1,8119.593,8125.999,8122.999,8125.999,8105.999,8164.999,TP,8164.999,2025-05-02 10:30:00+10:00,26,0,39.0,40.626000000000204,6.405999999999949
2025-05-06,along,1,8134.561,8153.657,8142.657,8153.657,8125.657,8192.657,TIMEOUT,8153.689,2025-05-06 13:04:00+10:00,180,0,0.032000000000152795,11.341999999999643,15.0
2025-05-07,along,1,8166.593,8173.689,8169.593,8173.689,8152.593,8212.689,SL,8152.593,2025-05-07 10:46:00+10:00,42,0,-21.09600000000046,1.8719999999993888,22.12800000000061
2025-05-19,along,1,8319.593,8325.657,8321.689,8325.657,8304.689,8364.657,SL,8304.689,2025-05-19 10:28:00+10:00,24,0,-20.967999999998938,1.0,23.0
2025-05-22,along,1,8297.561,8304.561,8303.593,8304.561,8286.593,8343.561,TP,8343.561,2025-05-22 10:47:00+10:00,43,0,39.0,39.4380000000001,1.9359999999996944
2025-05-23,along,1,8355.657,8358.657,8356.689,8358.657,8339.689,8397.657,TIMEOUT,8371.689,2025-05-23 13:20:00+10:00,180,0,13.032000000001062,22.0,3.095999999999549
2025-05-30,along,1,8368.625,8383.689,8364.657,8383.689,8347.657,8422.689,TP,8422.689,2025-05-30 12:23:00+10:00,139,0,39.0,39.0,6.128000000000611
2025-06-04,along,1,8490.689,8500.625,8493.593,8500.625,8476.593,8539.625,TP,8539.625,2025-06-04 13:12:00+10:00,174,0,39.0,39.0,4.0
2025-06-05,along,1,8544.657,8554.625,8549.657,8554.625,8532.657,8593.625,SL,8532.657,2025-06-05 12:41:00+10:00,154,0,-21.968000000000757,12.373999999999796,22.0
2025-06-06,along,1,8530.625,8546.689,8544.657,8546.689,8527.657,8585.689,SL,8527.657,2025-06-06 13:04:00+10:00,173,0,-19.032000000001062,7.935999999999694,20.064000000000306
2025-06-11,along,1,8609.999,8634.561,8621.657,8634.561,8604.657,8673.561,TIMEOUT,8611.657,2025-06-11 13:19:00+10:00,180,0,-22.90400000000045,4.128000000000611,24.0
