perm,best_pf,best_exp,median_pf,n_cells
56,2.223738013059277,7.904411764705882,1.0587532610736676,29
57,4.266644196199281,13.568333333333333,1.1900288910289651,29
58,2.3660162526973054,8.75094117647059,0.9167137267848815,29
59,2.178170727279329,7.634823529411765,1.0983482369893203,29
60,1.3755926678520025,3.2262727272727276,0.9853213277739409,29
61,2.3816059326544368,8.8495,0.9373149348174125,29
62,2.206826776051347,7.75329411764706,1.0139530994865338,29
63,4.783667346232257,14.7546,1.039754646343094,29
64,1.978768741014582,6.931818181818181,1.1885662140581827,29
65,2.6896447731818043,10.138190476190475,0.9193085132543157,29
66,3.169761978164499,11.339055555555554,1.0247256652262908,29
67,1.8999547115759319,6.572923076923079,0.9682608950172157,29
68,1.9727000987825374,6.892818181818182,0.8529099539787566,29
69,2.835153500006447,10.166357142857143,0.934552546599738,29
70,1.9580763034851283,6.5024,0.8205612711557961,29
71,2.2956787505900613,8.523315789473685,1.098579078476894,29
72,6.96355435081849,17.6003125,1.100282571220388,29
73,2.597963280383512,9.685166666666667,0.8716710460904766,29
74,2.5465095902631742,9.24547619047619,0.8721377067550121,29
75,3.7284665955651772,13.185,0.8635476173259095,29
76,3.0621834194517272,10.802266666666666,0.8450309284920519,29
77,3.572194000050547,12.72175,1.0168018195024944,29
78,2.8975333802469363,10.381499999999999,0.871141690168239,29
79,1.6400511395766233,5.006307692307692,0.9952844616639478,29
80,2.1120488541237825,7.366818181818181,1.1646196666379105,29
81,1.7957842868874896,5.967,0.9265100701407321,29
82,2.339959875980303,8.643529411764705,0.9023793420280238,29
83,3.9560400148582704,13.57535294117647,0.9908606454268919,29
84,2.3234166528262197,8.738689655172415,1.0137422333469657,29
85,1.9868741753144608,6.8509199999999995,1.0552151440990616,29
86,2.877079866888519,10.66590909090909,1.0841242149337054,29
87,1.66146363740153,5.173000000000002,0.9789654119475907,29
88,2.4019692494873275,8.93028125,0.9858727419979577,29
89,2.3480953485592977,8.717090909090908,0.8930958071327472,29
90,2.690457487588764,9.78190909090909,1.0571462548940687,29
91,2.825651045249824,10.475105263157895,1.0226750746232824,29
92,1.9446273594706474,6.566944444444445,1.00377060680463,29
93,2.101836371173847,7.55821875,1.0701566981878845,29
94,2.5507445052715116,9.552500000000002,0.9927115833615264,29
95,2.4614035930444813,9.127049999999999,0.9672717426866279,29
96,2.1908983262393185,7.834105263157896,1.018757539795408,29
97,2.468007738186021,9.144,0.9542572662219689,29
98,3.104760894921006,11.027777777777779,0.7290434407537133,29
99,4.922903102259671,15.364049999999997,0.9566192731341778,29
100,3.07589229354158,10.96209523809524,1.0291294309582597,29
101,2.641241310745875,9.905047619047618,1.1332412743592273,29
102,2.5535325971091116,9.10875,0.9085878210316232,29
103,2.2490155754300383,8.247052631578947,1.0760265008997218,29
104,1.9946873939599592,7.059136363636363,1.0837408618830775,29
105,2.495040990655277,9.027000000000001,1.0202388244934326,29
106,2.1307389816659,7.701217391304346,1.029823714078725,29
107,2.1748602288510215,7.935285714285715,0.9259327498848458,29
108,1.763918703141688,5.77932,0.8501174683256545,28
109,2.2002680030104447,8.173375,1.0106940318660544,29
110,3.0828873825662972,11.38475,1.1324828778823763,29
111,1.9288770053475939,6.586807692307692,1.0284551757368094,29
112,2.584075881253135,9.649222222222223,0.9576736973863657,29
113,2.5759362724099275,9.605944444444443,0.9022951475001117,29
