date,kind,side,entry,mfe,mae,min_to_mfe,min_to_mae,mfe_first,eod_pnl
2026-04-07,A_S,short,4653.525,36.59,41.42,106.87088333333334,556.4449833333333,True,1.51
2026-04-08,F_S,short,4832.905,64.123,11.33,722.2448666666667,333.21371666666664,False,32.79
2026-04-09,F_L,long,4718.865,40.52,19.687,676.3038333333334,18.06555,False,26.8
2026-04-09,A_S,short,4700.205,0.86,59.93,1.6250166666666668,711.3038333333334,True,-46.21
2026-04-10,F_L,long,4771.925,10.39,41.72,659.8345,438.4334,False,-0.36
2026-04-10,A_S,short,4754.085,23.26,29.02,523.4334,744.8345,True,-18.11
2026-04-13,F_L,long,4672.785,67.03,3.97,456.4474833333333,8.869333333333334,False,50.53
2026-04-14,F_L,long,4760.015,36.17,8.73,413.89711666666665,624.04015,True,11.22
2026-04-15,A_L,long,4841.205,29.96,55.32,8.178883333333333,517.2696,True,-29.87
2026-04-15,F_S,short,4834.355,47.73,37.52,577.2696,68.17888333333333,False,22.41
2026-04-16,A_L,long,4831.015,7.32,26.16,296.3670666666667,605.1119833333333,True,-15.11
2026-04-16,F_S,short,4822.135,16.49,16.797,580.1119833333333,271.3670666666667,False,5.63
2026-04-17,F_L,long,4793.275,54.34,25.275,749.28025,58.883633333333336,False,52.92
2026-04-17,A_S,short,4783.035,14.83,65.207,20.231033333333333,709.2785666666666,True,-63.82
