Date,Instrument,Logic,CVariant,Direction,DailyOpen,BodyHigh,BodyLow,BodySize,DistFromDailyOpen,Side,EntryTime,EntryPrice,MFE,MAE,MFEBeforeFlip,ProfitAtFlip,Giveback,FlipOccurred,FlipTime,FlipPrice,ExitTime,ExitPrice,ExitReason,GrossPoints,Costs,NetPoints,Result
2024-05-09,XAUUSD,A,C2,LONG,2308.72,2309.11,2308.88,0.23,0.16,ABOVE,10:40,2309.57,2.81,1.55,2.81,-1.28,4.10,True,12:05,2308.29,12:05,2308.29,flip,-1.28,0.30,-1.58,LOSS
2024-05-13,XAUUSD,A,C2,LONG,2360.20,2360.75,2360.55,0.20,0.35,ABOVE,10:10,2361.83,2.72,2.94,2.72,-2.30,5.02,True,11:10,2359.53,11:10,2359.53,flip,-2.30,0.30,-2.60,LOSS
2024-05-14,XAUUSD,A,C2,SHORT,2338.84,2338.47,2338.39,0.08,0.38,BELOW,10:05,2337.81,0.00,1.26,0.00,-1.19,1.19,True,10:10,2339.00,10:10,2339.00,flip,-1.19,0.30,-1.49,LOSS
2024-05-21,XAUUSD,A,C2,LONG,2426.20,2427.11,2426.36,0.75,0.17,ABOVE,10:15,2427.13,0.64,2.05,0.64,-1.14,1.78,True,10:25,2425.99,10:25,2425.99,flip,-1.14,0.30,-1.44,LOSS
2024-05-23,XAUUSD,A,C2,LONG,2382.17,2382.60,2382.31,0.29,0.14,ABOVE,10:05,2382.97,0.81,1.25,0.81,-0.78,1.59,True,10:15,2382.20,10:15,2382.20,flip,-0.78,0.30,-1.08,LOSS
2024-05-24,XAUUSD,A,C2,SHORT,2333.31,2332.26,2332.05,0.20,1.05,BELOW,10:05,2332.01,5.24,0.84,5.24,-0.74,5.99,True,11:15,2332.76,11:15,2332.76,flip,-0.74,0.30,-1.04,LOSS
2024-05-27,XAUUSD,A,C2,SHORT,2337.80,2337.33,2336.74,0.59,0.47,BELOW,10:10,2336.52,1.99,1.11,1.99,-0.97,2.96,True,11:05,2337.49,11:05,2337.49,flip,-0.97,0.30,-1.27,LOSS
2024-05-28,XAUUSD,A,C2,LONG,2351.76,2352.55,2352.28,0.26,0.52,ABOVE,10:10,2352.82,0.87,1.24,0.87,-0.96,1.83,True,10:20,2351.86,10:20,2351.86,flip,-0.96,0.30,-1.26,LOSS
2024-05-29,XAUUSD,A,C2,LONG,2359.68,2360.14,2359.72,0.42,0.04,ABOVE,10:05,2360.50,0.47,1.14,0.47,-1.07,1.54,True,10:20,2359.43,10:20,2359.43,flip,-1.07,0.30,-1.37,LOSS
2024-05-30,XAUUSD,A,C2,SHORT,2338.70,2338.51,2336.89,1.62,0.20,BELOW,10:10,2336.70,2.65,2.46,2.65,-2.39,5.05,True,11:10,2339.09,11:10,2339.09,flip,-2.39,0.30,-2.69,LOSS
2024-06-04,XAUUSD,A,C2,LONG,2350.43,2351.45,2350.59,0.86,0.17,ABOVE,10:20,2351.69,1.20,2.56,1.20,-2.20,3.40,True,11:05,2349.49,11:05,2349.49,flip,-2.20,0.30,-2.50,LOSS
2024-06-06,XAUUSD,A,C2,SHORT,2355.43,2355.15,2354.88,0.28,0.28,BELOW,10:35,2354.77,0.01,0.76,0.01,-0.66,0.66,True,10:40,2355.43,10:40,2355.43,flip,-0.66,0.30,-0.96,LOSS
2024-06-07,XAUUSD,A,C2,SHORT,2377.05,2376.91,2376.53,0.38,0.13,BELOW,11:05,2376.49,6.98,1.42,6.98,-1.31,8.30,True,12:50,2377.80,12:50,2377.80,flip,-1.31,0.30,-1.61,LOSS
2024-06-12,XAUUSD,A,C2,LONG,2314.51,2315.57,2315.20,0.38,0.69,ABOVE,10:05,2315.66,0.00,0.76,0.00,-0.67,0.67,True,10:10,2314.99,10:10,2314.99,flip,-0.67,0.30,-0.97,LOSS
2024-06-13,XAUUSD,A,C2,SHORT,2321.44,2320.65,2318.53,2.12,0.79,BELOW,11:05,2317.22,9.01,0.72,,,,False,,,16:00,2313.55,session,3.66,0.30,3.36,WIN
2024-06-14,XAUUSD,A,C2,LONG,2302.05,2303.33,2302.43,0.89,0.38,ABOVE,10:20,2303.39,8.34,0.33,,,,False,,,16:00,2309.13,session,5.74,0.30,5.44,WIN
2024-06-17,XAUUSD,A,C2,SHORT,2328.98,2328.95,2326.58,2.37,0.03,BELOW,10:15,2325.90,8.60,3.11,,,,False,,,16:00,2317.45,session,8.45,0.30,8.15,WIN
2024-06-18,XAUUSD,A,C2,LONG,2320.45,2322.18,2321.11,1.07,0.66,ABOVE,10:25,2322.28,3.31,1.87,3.31,-1.76,5.07,True,11:15,2320.53,11:15,2320.53,flip,-1.76,0.30,-2.06,LOSS
2024-06-20,XAUUSD,A,C2,LONG,2329.07,2329.51,2329.36,0.14,0.29,ABOVE,10:55,2329.83,15.12,0.00,,,,False,,,16:00,2341.70,session,11.88,0.30,11.57,WIN
2024-06-21,XAUUSD,A,C2,LONG,2360.19,2361.32,2360.95,0.38,0.76,ABOVE,10:05,2362.68,2.22,3.02,2.22,-2.02,4.24,True,11:25,2360.66,11:25,2360.66,flip,-2.02,0.30,-2.32,LOSS
2024-06-24,XAUUSD,A,C2,LONG,2318.47,2320.90,2319.19,1.71,0.72,ABOVE,10:40,2321.16,6.18,2.09,,,,False,,,16:00,2323.34,session,2.18,0.30,1.88,WIN
2024-06-27,XAUUSD,A,C2,LONG,2298.34,2298.45,2298.44,0.01,0.10,ABOVE,10:10,2299.80,0.41,1.70,0.41,-1.51,1.92,True,10:45,2298.29,10:45,2298.29,flip,-1.51,0.30,-1.81,LOSS
2024-06-28,XAUUSD,A,C2,SHORT,2327.87,2327.76,2327.32,0.45,0.11,BELOW,10:10,2326.66,7.56,0.45,,,,False,,,16:00,2325.72,session,0.95,0.30,0.65,WIN
2024-07-01,XAUUSD,A,C2,SHORT,2325.72,2325.05,2323.43,1.61,0.67,BELOW,10:05,2323.40,1.14,2.00,1.14,-1.82,2.96,True,10:35,2325.22,10:35,2325.22,flip,-1.82,0.30,-2.12,LOSS
2024-07-02,XAUUSD,A,C2,LONG,2332.34,2333.51,2332.36,1.14,0.03,ABOVE,11:50,2333.53,0.86,1.68,0.86,-1.59,2.44,True,12:30,2331.95,12:30,2331.95,flip,-1.59,0.30,-1.89,LOSS
2024-07-03,XAUUSD,A,C2,LONG,2330.23,2330.92,2330.32,0.61,0.09,ABOVE,10:05,2331.47,0.75,1.17,0.75,-1.17,1.92,True,10:55,2330.30,10:55,2330.30,flip,-1.17,0.30,-1.47,LOSS
2024-07-08,XAUUSD,A,C2,SHORT,2386.47,2386.17,2384.70,1.47,0.30,BELOW,12:40,2383.78,3.01,3.01,3.01,-2.81,5.82,True,15:15,2386.59,15:15,2386.59,flip,-2.81,0.30,-3.11,LOSS
2024-07-09,XAUUSD,A,C2,LONG,2361.65,2362.53,2361.86,0.67,0.21,ABOVE,10:10,2363.41,0.34,2.41,0.34,-2.35,2.68,True,10:30,2361.07,10:30,2361.07,flip,-2.35,0.30,-2.65,LOSS
2024-07-18,XAUUSD,A,C2,SHORT,2461.61,2461.45,2459.08,2.38,0.16,BELOW,10:05,2458.47,1.01,4.47,1.01,-4.25,5.26,True,11:10,2462.72,11:10,2462.72,flip,-4.25,0.30,-4.55,LOSS
2024-07-19,XAUUSD,A,C2,SHORT,2443.76,2441.38,2431.36,10.03,2.38,BELOW,10:10,2431.20,10.62,3.74,,,,False,,,16:00,2421.80,session,9.40,0.30,9.10,WIN
2024-07-25,XAUUSD,A,C2,SHORT,2399.61,2398.89,2398.07,0.82,0.72,BELOW,10:05,2396.58,29.72,3.57,,,,False,,,16:00,2376.74,session,19.84,0.30,19.54,WIN
2024-07-26,XAUUSD,A,C2,LONG,2363.72,2364.73,2363.86,0.88,0.14,ABOVE,10:05,2365.37,0.08,1.93,0.08,-1.65,1.74,True,10:25,2363.72,10:25,2363.72,flip,-1.65,0.30,-1.95,LOSS
2024-07-29,XAUUSD,A,C2,SHORT,2398.20,2398.09,2397.16,0.93,0.11,BELOW,11:15,2396.99,8.23,1.28,,,,False,,,16:00,2394.84,session,2.15,0.30,1.85,WIN
2024-08-01,XAUUSD,A,C2,LONG,2445.39,2446.07,2445.84,0.24,0.45,ABOVE,10:05,2446.24,0.78,0.90,0.78,-0.74,1.52,True,10:20,2445.50,10:20,2445.50,flip,-0.74,0.30,-1.04,LOSS
2024-08-07,XAUUSD,A,C2,SHORT,2384.83,2384.69,2383.95,0.74,0.14,BELOW,10:05,2382.20,0.74,3.28,0.74,-2.86,3.60,True,10:50,2385.06,10:50,2385.06,flip,-2.86,0.30,-3.16,LOSS
2024-08-09,XAUUSD,A,C2,LONG,2423.34,2425.12,2424.66,0.47,1.32,ABOVE,11:35,2425.25,3.78,1.97,3.78,-1.32,5.10,True,12:35,2423.93,12:35,2423.93,flip,-1.32,0.30,-1.62,LOSS
2024-08-13,XAUUSD,A,C2,LONG,2474.41,2475.93,2475.57,0.36,1.16,ABOVE,10:05,2476.21,0.76,1.05,0.76,-0.95,1.70,True,10:15,2475.26,10:15,2475.26,flip,-0.95,0.30,-1.25,LOSS
2024-08-14,XAUUSD,A,C2,LONG,2463.73,2464.28,2464.24,0.04,0.51,ABOVE,10:05,2465.55,7.10,3.03,7.10,-2.18,9.29,True,12:00,2463.37,12:00,2463.37,flip,-2.18,0.30,-2.48,LOSS
2024-08-15,XAUUSD,A,C2,LONG,2448.51,2449.52,2449.50,0.02,0.99,ABOVE,10:05,2449.56,0.43,0.96,0.43,-0.38,0.81,True,10:20,2449.18,10:20,2449.18,flip,-0.38,0.30,-0.68,LOSS
2024-08-20,XAUUSD,A,C2,LONG,2503.36,2504.47,2503.73,0.74,0.38,ABOVE,10:05,2504.67,3.61,2.87,3.61,-1.66,5.26,True,11:10,2503.01,11:10,2503.01,flip,-1.66,0.30,-1.96,LOSS
2024-08-21,XAUUSD,A,C2,SHORT,2514.61,2513.07,2512.99,0.08,1.55,BELOW,11:20,2512.62,1.69,2.03,1.69,-1.25,2.94,True,11:40,2513.87,11:40,2513.87,flip,-1.25,0.30,-1.55,LOSS
2024-08-23,XAUUSD,A,C2,LONG,2486.26,2487.68,2487.35,0.33,1.09,ABOVE,10:15,2488.16,7.69,1.39,,,,False,,,16:00,2491.68,session,3.51,0.30,3.21,WIN
2024-08-26,XAUUSD,A,C2,LONG,2514.30,2516.03,2515.30,0.73,1.00,ABOVE,10:25,2516.18,0.82,3.66,0.82,-3.66,4.47,True,10:45,2512.52,10:45,2512.52,flip,-3.66,0.30,-3.96,LOSS
2024-08-27,XAUUSD,A,C2,SHORT,2516.30,2515.66,2515.53,0.13,0.64,BELOW,10:10,2514.97,0.19,0.98,0.19,-0.81,1.01,True,10:15,2515.78,10:15,2515.78,flip,-0.81,0.30,-1.11,LOSS
2024-08-28,XAUUSD,A,C2,SHORT,2526.28,2525.37,2524.74,0.63,0.91,BELOW,10:10,2524.72,21.39,1.21,,,,False,,,16:00,2504.72,session,20.00,0.30,19.70,WIN
2024-08-29,XAUUSD,A,C2,LONG,2507.82,2509.95,2508.22,1.73,0.40,ABOVE,10:05,2509.99,10.05,0.30,,,,False,,,16:00,2518.55,session,8.56,0.30,8.26,WIN
2024-09-02,XAUUSD,A,C2,LONG,2502.38,2503.14,2503.03,0.11,0.66,ABOVE,10:10,2503.16,0.27,0.57,0.27,-0.36,0.63,True,10:15,2502.80,10:15,2502.80,flip,-0.36,0.30,-0.66,LOSS
2024-09-03,XAUUSD,A,C2,SHORT,2497.93,2497.36,2497.33,0.03,0.57,BELOW,10:05,2496.52,6.82,1.11,,,,False,,,16:00,2493.51,session,3.01,0.30,2.71,WIN
2024-09-05,XAUUSD,A,C2,LONG,2495.37,2496.57,2495.98,0.59,0.61,ABOVE,11:05,2497.05,2.38,1.62,2.38,-1.54,3.92,True,13:50,2495.51,13:50,2495.51,flip,-1.54,0.30,-1.84,LOSS
2024-09-06,XAUUSD,A,C2,SHORT,2517.75,2517.49,2517.43,0.06,0.26,BELOW,10:05,2517.19,4.10,0.92,4.10,-0.63,4.73,True,12:55,2517.82,12:55,2517.82,flip,-0.63,0.30,-0.93,LOSS
2024-09-09,XAUUSD,A,C2,LONG,2496.43,2497.95,2497.01,0.94,0.59,ABOVE,11:05,2498.12,0.64,2.59,0.64,-2.03,2.67,True,11:20,2496.09,11:20,2496.09,flip,-2.03,0.30,-2.33,LOSS
2024-09-11,XAUUSD,A,C2,LONG,2517.86,2518.78,2518.69,0.09,0.84,ABOVE,10:40,2519.01,0.17,1.30,0.17,-1.13,1.30,True,10:45,2517.88,10:45,2517.88,flip,-1.13,0.30,-1.43,LOSS
2024-09-17,XAUUSD,A,C2,LONG,2583.71,2584.18,2583.78,0.40,0.07,ABOVE,12:10,2585.18,1.18,3.52,1.18,-3.07,4.26,True,12:45,2582.11,12:45,2582.11,flip,-3.07,0.30,-3.37,LOSS
2024-09-18,XAUUSD,A,C2,LONG,2573.84,2574.21,2574.09,0.12,0.26,ABOVE,11:00,2574.38,0.38,1.94,0.38,-1.40,1.78,True,11:05,2572.98,11:05,2572.98,flip,-1.40,0.30,-1.70,LOSS
2024-09-19,XAUUSD,A,C2,LONG,2557.37,2559.43,2558.36,1.06,0.99,ABOVE,12:15,2559.45,18.03,0.11,,,,False,,,16:00,2577.01,session,17.57,0.30,17.27,WIN
2024-09-23,XAUUSD,A,C2,SHORT,2620.89,2620.28,2619.45,0.83,0.61,BELOW,10:05,2618.93,2.75,2.16,2.75,-2.16,4.91,True,11:35,2621.09,11:35,2621.09,flip,-2.16,0.30,-2.46,LOSS
2024-09-25,XAUUSD,A,C2,SHORT,2658.52,2658.32,2657.59,0.73,0.20,BELOW,11:30,2656.39,0.51,4.08,0.51,-4.06,4.57,True,11:50,2660.45,11:50,2660.45,flip,-4.06,0.30,-4.36,LOSS
2024-09-26,XAUUSD,A,C2,SHORT,2658.44,2656.76,2656.43,0.33,1.68,BELOW,10:05,2656.26,0.77,0.64,0.77,-0.59,1.37,True,10:15,2656.86,10:15,2656.86,flip,-0.59,0.30,-0.89,LOSS
2024-10-01,XAUUSD,A,C2,LONG,2635.35,2636.02,2635.85,0.17,0.50,ABOVE,10:05,2636.56,0.25,1.91,0.25,-1.84,2.09,True,10:35,2634.72,10:35,2634.72,flip,-1.84,0.30,-2.14,LOSS
2024-10-02,XAUUSD,A,C2,SHORT,2660.74,2660.41,2660.09,0.32,0.32,BELOW,10:05,2659.37,2.98,1.48,2.98,-1.40,4.38,True,11:45,2660.77,11:45,2660.77,flip,-1.40,0.30,-1.70,LOSS
2024-10-04,XAUUSD,A,C2,LONG,2655.33,2656.14,2655.89,0.24,0.57,ABOVE,10:05,2656.99,10.88,1.43,,,,False,,,16:00,2667.03,session,10.05,0.30,9.75,WIN
2024-10-08,XAUUSD,A,C2,LONG,2643.31,2644.26,2644.09,0.18,0.78,ABOVE,10:15,2644.83,0.15,1.10,0.15,-0.92,1.07,True,10:25,2643.91,10:25,2643.91,flip,-0.92,0.30,-1.22,LOSS
2024-10-09,XAUUSD,A,C2,LONG,2621.70,2622.67,2622.11,0.56,0.42,ABOVE,10:05,2623.09,0.74,1.11,0.74,-1.07,1.81,True,10:55,2622.02,10:55,2622.02,flip,-1.07,0.30,-1.37,LOSS
2024-10-10,XAUUSD,A,C2,LONG,2608.30,2608.91,2608.86,0.05,0.56,ABOVE,10:05,2609.12,0.34,0.51,0.34,-0.51,0.85,True,10:35,2608.62,10:35,2608.62,flip,-0.51,0.30,-0.81,LOSS
2024-10-15,XAUUSD,A,C2,LONG,2650.11,2650.43,2650.12,0.31,0.01,ABOVE,10:05,2650.66,0.36,1.21,0.36,-1.18,1.54,True,10:40,2649.48,10:40,2649.48,flip,-1.18,0.30,-1.48,LOSS
2024-10-16,XAUUSD,A,C2,SHORT,2662.57,2662.28,2662.01,0.27,0.29,BELOW,10:05,2661.70,0.36,0.91,0.36,-0.65,1.01,True,10:40,2662.36,10:40,2662.36,flip,-0.65,0.30,-0.95,LOSS
2024-10-17,XAUUSD,A,C2,LONG,2673.43,2673.85,2673.82,0.03,0.39,ABOVE,10:10,2674.01,10.93,0.01,,,,False,,,16:00,2678.91,session,4.90,0.30,4.60,WIN
2024-10-21,XAUUSD,A,C2,LONG,2722.20,2724.07,2723.70,0.37,1.49,ABOVE,10:35,2724.28,0.92,1.60,0.92,-1.59,2.51,True,10:45,2722.69,10:45,2722.69,flip,-1.59,0.30,-1.89,LOSS
2024-10-23,XAUUSD,A,C2,SHORT,2747.99,2747.57,2747.41,0.16,0.41,BELOW,10:40,2746.57,8.62,1.52,8.62,-1.48,10.11,True,15:10,2748.05,15:10,2748.05,flip,-1.48,0.30,-1.78,LOSS
2024-10-24,XAUUSD,A,C2,LONG,2717.93,2719.30,2718.11,1.18,0.18,ABOVE,10:10,2719.71,7.53,1.78,,,,False,,,16:00,2727.09,session,7.38,0.30,7.08,WIN
2024-10-28,XAUUSD,A,C2,LONG,2732.72,2736.68,2734.66,2.02,1.93,ABOVE,10:05,2737.16,3.16,3.57,3.16,-3.34,6.50,True,11:05,2733.83,11:05,2733.83,flip,-3.34,0.30,-3.64,LOSS
2024-10-29,XAUUSD,A,C2,LONG,2741.53,2742.20,2741.66,0.53,0.13,ABOVE,10:10,2742.49,0.36,1.24,0.36,-1.03,1.39,True,10:30,2741.46,10:30,2741.46,flip,-1.03,0.30,-1.33,LOSS
2024-10-30,XAUUSD,A,C2,SHORT,2774.93,2774.76,2774.24,0.53,0.17,BELOW,10:05,2773.91,0.38,1.35,0.38,-1.14,1.53,True,10:50,2775.05,10:50,2775.05,flip,-1.14,0.30,-1.44,LOSS
2024-10-31,XAUUSD,A,C2,LONG,2786.90,2787.88,2787.51,0.36,0.61,ABOVE,11:15,2787.99,0.28,1.32,0.28,-1.23,1.51,True,11:20,2786.76,11:20,2786.76,flip,-1.23,0.30,-1.53,LOSS
2024-11-01,XAUUSD,A,C2,LONG,2745.88,2746.32,2746.18,0.14,0.30,ABOVE,10:05,2746.62,1.32,0.92,1.32,-0.88,2.20,True,11:30,2745.75,11:30,2745.75,flip,-0.88,0.30,-1.18,LOSS
2025-03-10,XAUUSD,A,C2,LONG,2911.96,2912.74,2911.99,0.75,0.03,ABOVE,10:05,2912.80,5.59,2.98,5.59,-2.03,7.62,True,13:10,2910.76,13:10,2910.76,flip,-2.03,0.30,-2.33,LOSS
2025-03-11,XAUUSD,A,C2,SHORT,2885.36,2885.06,2884.66,0.40,0.30,BELOW,10:15,2884.34,1.91,1.76,1.91,-0.81,2.72,True,11:05,2885.14,11:05,2885.14,flip,-0.81,0.30,-1.11,LOSS
2025-03-12,XAUUSD,A,C2,LONG,2915.47,2918.43,2917.79,0.64,2.32,ABOVE,10:05,2919.46,0.30,2.03,0.30,-1.87,2.16,True,10:10,2917.59,10:10,2917.59,flip,-1.87,0.30,-2.17,LOSS
2025-03-13,XAUUSD,A,C2,LONG,2937.78,2938.58,2938.22,0.36,0.43,ABOVE,10:35,2938.69,0.20,1.33,0.20,-1.01,1.21,True,10:45,2937.68,10:45,2937.68,flip,-1.01,0.30,-1.31,LOSS
2025-03-17,XAUUSD,A,C2,LONG,2989.15,2989.48,2989.18,0.30,0.03,ABOVE,10:05,2989.83,4.41,1.49,4.41,-1.49,5.89,True,11:10,2988.34,11:10,2988.34,flip,-1.49,0.30,-1.79,LOSS
2025-03-19,XAUUSD,A,C2,LONG,3034.04,3034.66,3034.53,0.12,0.49,ABOVE,14:10,3034.94,4.11,0.95,,,,False,,,16:00,3037.36,session,2.41,0.30,2.11,WIN
2025-03-21,XAUUSD,A,C2,LONG,3045.11,3045.89,3045.84,0.05,0.72,ABOVE,10:10,3046.07,0.00,0.68,0.00,-0.37,0.37,True,10:15,3045.70,10:15,3045.70,flip,-0.37,0.30,-0.67,LOSS
2025-03-25,XAUUSD,A,C2,LONG,3010.17,3011.86,3011.51,0.35,1.34,ABOVE,10:05,3012.09,0.00,0.62,0.00,-0.60,0.60,True,10:10,3011.49,10:10,3011.49,flip,-0.60,0.30,-0.90,LOSS
2025-03-26,XAUUSD,A,C2,LONG,3020.82,3021.47,3021.46,0.01,0.64,ABOVE,10:05,3021.55,0.07,0.37,0.07,-0.36,0.43,True,10:10,3021.20,10:10,3021.20,flip,-0.36,0.30,-0.66,LOSS
2025-03-27,XAUUSD,A,C2,SHORT,3020.01,3019.55,3018.78,0.76,0.47,BELOW,10:15,3018.77,0.41,1.35,0.41,-1.09,1.51,True,10:20,3019.86,10:20,3019.86,flip,-1.09,0.30,-1.39,LOSS
2025-03-28,XAUUSD,A,C2,SHORT,3055.93,3055.16,3054.51,0.65,0.77,BELOW,10:05,3054.34,0.11,0.96,0.11,-0.94,1.05,True,10:40,3055.28,10:40,3055.28,flip,-0.94,0.30,-1.24,LOSS
2025-04-03,XAUUSD,A,C2,LONG,3144.70,3148.82,3145.99,2.82,1.30,ABOVE,10:05,3153.24,14.60,10.47,14.60,-10.47,25.07,True,11:15,3142.76,11:15,3142.76,flip,-10.47,0.30,-10.77,LOSS
2025-04-07,XAUUSD,A,C2,LONG,2995.82,2999.75,2999.64,0.11,3.82,ABOVE,11:10,3007.05,50.25,2.32,,,,False,,,16:00,3030.14,session,23.09,0.30,22.79,WIN
2025-04-09,XAUUSD,A,C2,LONG,2970.83,2978.57,2977.97,0.61,7.14,ABOVE,10:05,2981.02,6.08,8.61,6.08,-7.58,13.66,True,11:00,2973.44,11:00,2973.44,flip,-7.58,0.30,-7.88,LOSS
2025-04-16,XAUUSD,A,C2,LONG,3244.05,3258.99,3251.91,7.07,7.87,ABOVE,10:15,3259.17,32.76,3.16,,,,False,,,16:00,3287.07,session,27.90,0.30,27.60,WIN
2025-04-17,XAUUSD,A,C2,SHORT,3352.01,3350.27,3346.19,4.08,1.74,BELOW,10:05,3344.85,2.84,8.66,2.84,-8.21,11.05,True,11:10,3353.06,11:10,3353.06,flip,-8.21,0.30,-8.51,LOSS
2025-04-22,XAUUSD,A,C2,SHORT,3436.39,3434.53,3419.24,15.30,1.86,BELOW,10:05,3418.82,3.45,17.75,3.45,-17.18,20.63,True,11:15,3436.01,11:15,3436.01,flip,-17.18,0.30,-17.48,LOSS
2025-04-23,XAUUSD,A,C2,SHORT,3339.34,3338.49,3336.80,1.69,0.84,BELOW,13:10,3336.32,5.30,3.84,5.30,-2.70,8.01,True,13:15,3339.03,13:15,3339.03,flip,-2.70,0.30,-3.00,LOSS
2025-04-24,XAUUSD,A,C2,LONG,3314.59,3316.48,3315.23,1.25,0.64,ABOVE,10:05,3317.54,50.14,0.00,,,,False,,,16:00,3325.75,session,8.21,0.30,7.91,WIN
2025-04-25,XAUUSD,A,C2,SHORT,3353.24,3352.45,3348.92,3.53,0.78,BELOW,11:20,3348.74,0.16,4.33,0.16,-4.33,4.49,True,11:25,3353.07,11:25,3353.07,flip,-4.33,0.30,-4.63,LOSS
2025-04-28,XAUUSD,A,C2,LONG,3302.11,3308.28,3302.80,5.48,0.69,ABOVE,10:05,3310.82,5.34,9.49,5.34,-8.91,14.25,True,11:15,3301.91,11:15,3301.91,flip,-8.91,0.30,-9.21,LOSS
2025-04-29,XAUUSD,A,C2,SHORT,3339.34,3337.66,3335.00,2.66,1.67,BELOW,10:20,3334.10,28.96,6.04,,,,False,,,16:00,3310.32,session,23.78,0.30,23.48,WIN
2025-04-30,XAUUSD,A,C2,LONG,3315.81,3321.33,3317.18,4.15,1.37,ABOVE,10:05,3323.45,4.70,7.32,4.70,-7.05,11.75,True,10:35,3316.41,10:35,3316.41,flip,-7.05,0.30,-7.35,LOSS
2025-05-01,XAUUSD,A,C2,SHORT,3275.97,3274.68,3273.03,1.64,1.29,BELOW,10:15,3268.74,47.41,0.03,,,,False,,,16:00,3241.14,session,27.59,0.30,27.29,WIN
2025-05-02,XAUUSD,A,C2,LONG,3237.30,3240.12,3237.44,2.68,0.14,ABOVE,10:15,3240.76,3.70,8.87,3.70,-8.09,11.78,True,10:45,3232.68,10:45,3232.68,flip,-8.09,0.30,-8.39,LOSS
2025-05-05,XAUUSD,A,C2,SHORT,3250.09,3248.16,3246.58,1.58,1.93,BELOW,10:05,3245.57,4.37,7.78,4.37,-7.75,12.12,True,11:00,3253.32,11:00,3253.32,flip,-7.75,0.30,-8.05,LOSS
2025-05-06,XAUUSD,A,C2,SHORT,3334.46,3334.13,3332.28,1.85,0.33,BELOW,10:15,3328.84,6.09,21.59,6.09,-20.95,27.04,True,11:00,3349.80,11:00,3349.80,flip,-20.95,0.30,-21.25,LOSS
2025-05-09,XAUUSD,A,C2,LONG,3316.16,3317.84,3316.47,1.37,0.30,ABOVE,10:45,3319.75,3.53,6.40,3.53,-4.05,7.59,True,11:10,3315.70,11:10,3315.70,flip,-4.05,0.30,-4.35,LOSS
2025-05-13,XAUUSD,A,C2,SHORT,3237.79,3237.20,3236.86,0.34,0.59,BELOW,10:30,3236.21,2.25,2.12,2.25,-2.05,4.30,True,10:50,3238.26,10:50,3238.26,flip,-2.05,0.30,-2.35,LOSS
2025-05-14,XAUUSD,A,C2,SHORT,3254.82,3254.44,3249.14,5.30,0.38,BELOW,10:05,3245.51,23.95,6.39,,,,False,,,16:00,3233.58,session,11.93,0.30,11.63,WIN
2025-05-19,XAUUSD,A,C2,LONG,3227.36,3236.66,3235.03,1.63,7.66,ABOVE,10:05,3243.26,6.59,12.12,6.59,-9.67,16.26,True,11:10,3233.59,11:10,3233.59,flip,-9.67,0.30,-9.97,LOSS
2025-05-23,XAUUSD,A,C2,SHORT,3301.55,3300.22,3295.43,4.79,1.33,BELOW,10:50,3295.26,1.36,5.76,1.36,-5.62,6.98,True,10:55,3300.89,10:55,3300.89,flip,-5.62,0.30,-5.92,LOSS
2025-05-27,XAUUSD,A,C2,SHORT,3346.44,3346.20,3345.41,0.79,0.24,BELOW,10:20,3344.55,0.72,2.15,0.72,-2.03,2.74,True,10:30,3346.57,10:30,3346.57,flip,-2.03,0.30,-2.33,LOSS
2025-05-29,XAUUSD,A,C2,LONG,3259.05,3262.92,3259.93,2.99,0.88,ABOVE,10:35,3264.40,4.88,9.93,4.88,-8.97,13.85,True,11:00,3255.43,11:00,3255.43,flip,-8.97,0.30,-9.27,LOSS
2025-05-30,XAUUSD,A,C2,LONG,3314.32,3318.20,3315.57,2.64,1.25,ABOVE,11:15,3319.93,2.99,7.86,2.99,-5.01,8.00,True,11:30,3314.93,11:30,3314.93,flip,-5.01,0.30,-5.31,LOSS
2025-06-06,XAUUSD,A,C2,LONG,3361.58,3363.73,3361.91,1.82,0.33,ABOVE,10:10,3363.87,0.29,2.48,0.29,-2.12,2.41,True,10:35,3361.74,10:35,3361.74,flip,-2.12,0.30,-2.42,LOSS
2025-06-12,XAUUSD,A,C2,LONG,3362.89,3365.51,3363.60,1.91,0.70,ABOVE,10:15,3366.76,11.13,4.30,,,,False,,,16:00,3374.44,session,7.68,0.30,7.38,WIN
2025-06-13,XAUUSD,A,C2,LONG,3389.91,3400.94,3395.86,5.09,5.94,ABOVE,10:05,3410.93,33.57,10.69,,,,False,,,16:00,3425.84,session,14.92,0.30,14.62,WIN
2025-06-24,XAUUSD,A,C2,SHORT,3347.80,3344.49,3335.88,8.61,3.31,BELOW,15:35,3333.58,6.86,2.64,,,,False,,,16:00,3331.11,session,2.47,0.30,2.17,WIN
2025-06-27,XAUUSD,A,C2,SHORT,3320.43,3318.73,3316.64,2.09,1.70,BELOW,10:15,3316.45,3.15,2.59,3.15,-2.53,5.68,True,10:55,3318.98,10:55,3318.98,flip,-2.53,0.30,-2.83,LOSS
2025-06-30,XAUUSD,A,C2,SHORT,3266.78,3266.16,3263.81,2.35,0.62,BELOW,10:35,3263.62,0.32,2.97,0.32,-2.72,3.03,True,10:45,3266.34,10:45,3266.34,flip,-2.72,0.30,-3.02,LOSS
