kind,sl,tp,n,pf,exp,net,mdd,pf_dev,pf_val,pf_hold,n_dev,n_val,n_hold,minPF,minEXP
FLIP_SHORT,12,22,40,1.1799181467795128,1.3584000000000005,54.33600000000002,107.84499999999998,0.5483515948380813,2.1994908585975472,3.060840707964602,21,11,8,0.5483515948380813,-4.416476190476191
FLIP_SHORT,12,25,40,1.1458764494991625,1.1454000000000004,45.81600000000002,107.84499999999998,0.5253518383248112,2.4984130657585877,2.0914368650217705,21,11,8,0.5253518383248112,-4.641380952380952
FLIP_SHORT,12,27,40,1.2296656202041556,1.8033000000000001,72.132,107.84499999999998,0.5587825663501338,2.6967963765001484,2.245905038357868,21,11,8,0.5587825663501338,-4.314476190476191
FLIP_SHORT,12,30,40,1.3715716678235064,2.9175250000000004,116.70100000000002,107.84499999999998,0.6216849281714145,3.0119020068105926,2.5069458843043746,21,11,8,0.6216849281714145,-3.699380952380953
FLIP_SHORT,12,32,40,1.3452020861325675,2.7104750000000006,108.41900000000003,107.84499999999998,0.51972729486243,3.20851654709558,2.5227244453659545,21,11,8,0.51972729486243,-4.696380952380952
FLIP_SHORT,12,35,40,1.1445689073940455,1.2222000000000004,48.88800000000002,107.84499999999998,0.5572924275626978,2.4441073447885926,1.5817578772802652,21,11,8,0.5572924275626978,-4.3290476190476195
FLIP_SHORT,12,40,40,1.1269389806501726,1.1113000000000004,44.45200000000001,138.04299999999998,0.40792197635368266,2.769892710373169,1.7431177446102817,21,11,8,0.40792197635368266,-6.128571428571428
FLIP_SHORT,12,50,40,1.1094109786468025,0.9907000000000007,39.62800000000003,128.033,0.49953075401389335,3.0097498414099353,1.0370626469367998,21,11,8,0.49953075401389335,-5.1803333333333335
FLIP_SHORT,12,60,40,1.0741180148620812,0.6934500000000001,27.738000000000007,118.10299999999998,0.5916777844228734,2.2272205863223,1.1759092794910802,21,11,8,0.5916777844228734,-4.22652380952381
FLIP_SHORT,12,75,40,0.9829388014675039,-0.15962499999999977,-6.384999999999991,107.84499999999998,0.7357961080185857,2.0874398363311695,0.434241460378924,21,11,8,0.434241460378924,-5.11375
FLIP_SHORT,13,6,40,1.0790612694912585,0.31372500000000014,12.549000000000007,41.337999999999994,0.7496659075081407,2.0940971300754443,1.3944039862016095,21,11,8,0.7496659075081407,-1.2666666666666664
FLIP_SHORT,13,8,40,0.735314034887326,-1.622075,-64.883,120.461,0.44583445996695203,1.0822737898397856,1.882138750479111,21,11,8,0.44583445996695203,-4.391761904761905
