arm,budget,risk,n,wr,pf,cagr,dd,mar,mc_med,p30,p30_sd,pf_pre2025,pf2021,pf2022,pf2026,top1,top5,top10,long_share,avg_bars
V1 tol0.25 | B 2R tgt,25.0,1.4563415527343746,517,36.94390715667311,1.0847700611718916,5.810683934007477,24.99846162871645,0.23244166062333121,32.43593853653316,63.955555555555556,0.5452375176171251,1.0127796937414655,1.2146740066870232,0.9272868459625014,0.968374397980118,3.7491605634091494,17.63313453764828,32.732086956963485,58.99419729206963,21.862669245647968
V1 tol0.25 | B 2R tgt,20.0,1.1452316284179687,517,36.94390715667311,1.0882372983285697,4.841275251847299,19.998764579268254,0.2420787160455908,26.209905005581614,28.022222222222222,0.4433319409613325,1.0174933000026702,1.223288250745812,0.9322182336419,0.9729272110050511,3.518055262009044,16.75477199290797,31.628226656849353,58.99419729206963,21.862669245647968
V1 tol0.25 | B 3R tgt,25.0,1.4769198608398435,491,30.549898167006113,1.2222258764716483,18.246029868892077,24.99802668953927,0.7298988074337625,30.604420131044737,53.71111111111111,0.7390350732584856,1.1921118891859337,1.3286501890824094,0.8838072910648417,1.1142903516309441,4.85244726168639,26.670333080927886,47.544508812465075,59.063136456211815,31.29938900203666
V1 tol0.25 | B 3R tgt,20.0,1.1753076171874999,491,30.549898167006113,1.2277806043840829,14.762574951619257,19.998492870431743,0.7381843745558487,25.010222785899654,21.022222222222222,1.0217390162286797,1.197792706579776,1.3411255626894392,0.8886901605837384,1.1215644550256392,4.394979228671121,24.540228759985954,44.76843937481348,59.063136456211815,31.29938900203666
V1 tol0.25 | C time 32 + 4ATR,25.0,2.7110095214843746,472,47.88135593220339,1.1154782424842884,8.451567485828736,24.99972443003958,0.33806642587121327,35.137804490222024,77.91111111111111,0.4532461789860237,1.096258731325619,1.0193527179864263,1.1006040031322042,0.8774580256077701,7.016768747319579,30.514767849937687,50.55337341233767,58.47457627118644,27.66737288135593
V1 tol0.25 | C time 32 + 4ATR,20.0,2.1160650634765625,472,47.88135593220339,1.1239895231917605,6.971844916196179,19.999795441797584,0.34859581121643457,28.355436035986358,40.355555555555554,0.933862283975586,1.105103873527177,1.0263999367115322,1.109219394106551,0.8829770323196104,7.130905526330231,30.572254580957715,50.54491581564418,58.47457627118644,27.66737288135593
V1 tol0.25 | C time 64 + 4ATR,25.0,2.205927734375,413,45.036319612590795,1.302932813322065,18.001541507483854,24.99889837201655,0.7200933913005763,28.976741577205,43.444444444444436,1.335923410239032,1.1289256544490265,0.9721852613239718,0.8763892962094302,1.3267999185462716,12.32784638502367,34.877489700236566,53.71700961743298,58.83777239709443,49.191283292978206
V1 tol0.25 | C time 64 + 4ATR,20.0,1.7306784057617186,413,45.036319612590795,1.304836510248258,14.353903112474441,19.99925865919839,0.7177217594449461,23.30870492734311,14.666666666666666,0.14401645996461887,1.1377368601951188,0.9783924509601857,0.881669911755707,1.3460665613054752,11.404351032453295,33.170872903704094,52.27154374279695,58.83777239709443,49.191283292978206
V1 tol0.5 | A trail 3.0ATR,25.0,2.081118469238281,390,37.69230769230769,1.1203453362565843,6.4204361138636035,24.998992738677465,0.25682779226261204,28.81185904463071,43.06666666666667,0.6134299440818787,1.1761371824809193,1.010085867589813,1.2014128162060802,0.9969634587293733,10.375846883603856,39.16823290540395,58.84058315306612,61.282051282051285,22.612820512820512
V1 tol0.5 | A trail 3.0ATR,20.0,1.632535705566406,390,37.69230769230769,1.1300532970522752,5.275055172423282,19.999008525036643,0.263765834482218,23.207220504349774,13.422222222222222,0.7430334887689104,1.1864863672650932,1.0169328060830907,1.2117966841306105,1.0041110986751467,10.25838727195641,39.132047045452445,58.72745638814102,61.282051282051285,22.612820512820512
V1 tol0.5 | A trail 4.0ATR,25.0,3.645191650390625,356,42.41573033707865,1.3375437574744495,22.439224743853625,24.999930973116626,0.8975714680165867,34.53382650019217,74.86666666666666,0.33110365390558366,1.2237625795532476,1.0948163262674073,1.324828239362035,1.5508606016653785,14.45136205205989,44.128248640074695,63.177331556191014,61.51685393258427,41.662921348314605
V1 tol0.5 | A trail 4.0ATR,20.0,2.91021728515625,356,42.41573033707865,1.3472866999677842,18.315583616605814,19.99954011924659,0.9158002387754798,28.39706822825097,40.68888888888889,0.13698697784375607,1.2377070498717535,1.1054055055767826,1.340532771161216,1.5876668750793907,13.570830993432034,42.20633652283185,61.94810027091517,61.51685393258427,41.662921348314605
V1 tol0.5 | A trail 5.0ATR,25.0,3.597216186523437,322,41.61490683229814,1.3903210792556169,27.885206601885493,24.999840069503694,1.1154153996329577,32.94064163989048,67.13333333333333,1.2800462954590843,1.429692635290357,0.7591508535843057,1.4202778533004323,1.2077736738764833,14.276537472309844,45.79031642327098,65.85556253790698,59.62732919254658,62.767080745341616
V1 tol0.5 | A trail 5.0ATR,20.0,2.8053775024414063,322,41.61490683229814,1.4149933171677322,22.20667989728964,19.999968232712003,1.1103357584822726,26.53160079531509,29.48888888888889,1.467003328364356,1.4508413301950238,0.7608533067795702,1.4360351340876722,1.2266347384673568,14.137595952088315,45.106954523555885,64.57315478293833,59.62732919254658,62.767080745341616
V1 tol0.5 | B 1.5R tgt,25.0,1.463525695800781,392,44.38775510204081,1.095932476664528,5.129035203661991,24.999862646692574,0.20516253533659118,24.967282494054544,21.400000000000002,0.9903235535625416,1.0725047427091778,1.2432827321686315,1.0635723531469152,1.0350905855615493,2.0464154252555735,12.635187128140695,25.287105408289353,60.204081632653065,16.681122448979593
V1 tol0.5 | B 1.5R tgt,20.0,1.1418222045898436,392,44.38775510204081,1.1010245662888218,4.1520568943258285,19.999870988743055,0.20760418388012689,19.893092858990755,4.066666666666667,0.425136143771311,1.0780785116972005,1.251693608141216,1.0679183334561102,1.0392163317853331,1.9885751409803587,12.345475088398427,24.765362373547802,60.204081632653065,16.681122448979593
V1 tol0.5 | B 2R tgt,25.0,1.7107089233398436,386,37.82383419689119,1.1250385285316795,7.887921154365118,24.99995533064866,0.31551740993292626,31.089790242219355,56.666666666666664,1.1313708498984754,1.0765190296113714,1.0569295371342877,1.1437397980988213,1.134522970250725,2.8428616668013778,17.157439105542025,31.856539553170574,60.62176165803109,21.702072538860104
V1 tol0.5 | B 2R tgt,20.0,1.3396905517578124,386,37.82383419689119,1.129875879668726,6.4449609651154205,19.99973046796647,0.3222523911228855,25.016268788526315,21.8,0.7483314773547884,1.0826406865724887,1.0636450901220724,1.1498501307892992,1.1409439915677495,2.686416944420383,16.37167388222686,30.7791259846319,60.62176165803109,21.702072538860104
V1 tol0.5 | B 3R tgt,25.0,1.8142092895507809,373,31.099195710455763,1.2529217422623222,19.218088208467666,24.998960892684067,0.7687554811164903,32.26855378738089,63.97777777777778,1.1678829638640826,1.2036799182426494,1.2060435203197055,0.9767522232560538,1.2858479133246787,4.728177460427254,25.05538284948958,44.62992359077412,60.32171581769437,31.635388739946382
V1 tol0.5 | B 3R tgt,20.0,1.4296749877929684,373,31.099195710455763,1.2596267973523976,15.446760940396276,19.999759123641873,0.772347349030646,26.175390282737634,27.53333333333333,0.054433105395181536,1.2136074434638582,1.2204548919477327,0.9839946124669983,1.2979107304978943,4.264760829228702,23.13279683103753,42.26527236641923,60.32171581769437,31.635388739946382
V1 tol0.5 | C time 32 + 4ATR,25.0,3.951430969238281,362,50.27624309392266,1.1541444795227427,12.018822605639045,24.999844919275,0.48075588646441864,41.00203328229949,93.8888888888889,0.1133115447465064,1.1543904649644718,1.0876223739033404,1.4178715796367498,0.9691238215732147,6.484430132296169,30.577837310881776,49.781981558282624,61.32596685082873,27.806629834254142
V1 tol0.5 | C time 32 + 4ATR,20.0,3.1188009643554686,362,50.27624309392266,1.165066827174954,10.05607238047208,19.99976295186325,0.5028095785272906,33.58369893378839,68.93333333333334,0.41096093353126556,1.1646733476319906,1.0995003233852283,1.4333741740066381,0.9780852454052458,6.615410043873744,30.40248319022074,49.46171630782684,61.32596685082873,27.806629834254142
V1 tol0.5 | C time 64 + 4ATR,25.0,3.5715237426757813,330,47.57575757575758,1.368138231413812,32.16353198097297,24.99967215458444,1.286558150926584,36.17956426347563,82.95555555555556,0.7248669524577778,1.28319303865204,1.0505989544713326,1.3431198183550455,1.2130694977356515,15.643803509547956,40.92735836362978,59.39929354107775,61.51515151515151,49.67575757575757
V1 tol0.5 | C time 64 + 4ATR,20.0,2.8001416015624994,330,47.57575757575758,1.3838564934619726,25.528772702391823,19.99986114528289,1.2764474971573974,29.370283589113026,45.6,1.3994707994518918,1.297863743891915,1.0613780623306144,1.3563849125448217,1.2385618272743797,13.739624484774046,37.352979339380504,55.87055260482689,61.51515151515151,49.67575757575757
V2 tol0.0 | A trail 3.0ATR,25.0,0.735491943359375,423,35.9338061465721,1.010098848527064,0.17921241478118244,24.999091105332646,0.007168757217055543,15.157454695047525,0.044444444444444446,0.06285393610547088,0.8896093905121324,0.6635435627912735,0.6130017668322895,1.3055401732038354,13.58265174399531,41.719766485380845,62.44725442558883,70.6855791962175,22.26241134751773
V2 tol0.0 | A trail 3.0ATR,20.0,0.57232666015625,423,35.9338061465721,1.012534025554958,0.17408500476014943,19.998142236108535,0.008705058835206328,11.947470051767175,0.0,0.0,0.8909277966072267,0.6641406941378557,0.6136128984850009,1.3116454265264883,13.431480472220448,41.70876662433377,62.35762933658669,70.6855791962175,22.26241134751773
V2 tol0.0 | A trail 4.0ATR,25.0,1.3965548706054685,340,38.82352941176471,1.141334808130328,3.467913343326856,24.999244186969275,0.13872072761041662,18.24231637165178,1.7333333333333332,0.21773242158072698,0.9699314760419581,1.063195032770223,0.6905886783639623,1.5113304038070228,10.246061477989052,40.268811757699815,60.66258388330714,73.52941176470588,40.72941176470588
V2 tol0.0 | A trail 4.0ATR,20.0,1.0901937866210933,340,38.82352941176471,1.1449677653465082,2.7894485477299114,19.999823133046604,0.1394736608005688,14.469131555831021,0.08888888888888889,0.03142696805273545,0.973308988669561,1.0679049011239254,0.6920673287977585,1.5267190919140088,10.095654245603725,40.02628819459528,60.524685811612436,73.52941176470588,40.72941176470588
V2 tol0.0 | A trail 5.0ATR,25.0,1.7021853637695312,287,39.721254355400696,1.4237668773704466,12.4588881204726,24.999162231823494,0.49837222563453165,18.037779426980943,2.022222222222222,0.3456966485800899,1.4058928674865896,0.807969735608748,0.8234144119312707,1.0709831886862873,14.473494741942522,46.01012535235334,63.04475102212236,75.9581881533101,62.62717770034843
V2 tol0.0 | A trail 5.0ATR,20.0,1.3278793334960937,287,39.721254355400696,1.441253980427404,9.8669772296881,19.999120096988072,0.49337056739681745,14.30275409236414,0.08888888888888889,0.03142696805273545,1.426424912663181,0.8102498654632769,0.826582861561527,1.0770615484498225,14.881871256749376,46.49130562667903,63.271947898404335,75.9581881533101,62.62717770034843
V2 tol0.0 | B 1.5R tgt,25.0,1.0069064331054685,411,44.52554744525548,1.125453801316263,3.937431989097351,24.99855756072018,0.15750636729873457,17.905227687569717,1.377777777777778,0.2793290019994786,0.9896578661720459,0.9548683756945907,0.7446252203705922,1.0386851079382047,3.074691384505136,14.489146068765136,27.518235002093967,70.8029197080292,17.347931873479318
V2 tol0.0 | B 1.5R tgt,20.0,0.7884597778320312,411,44.52554744525548,1.1246789320648432,3.154949160996523,19.997206621669804,0.15776949354404776,14.23008085470559,0.044444444444444446,0.03142696805273545,0.9926916910327125,0.9575010081524685,0.7460997585342055,1.04169861978573,2.880623422898106,13.733029668757434,26.48153347524144,70.8029197080292,17.347931873479318
V2 tol0.0 | B 2R tgt,25.0,0.6478210449218749,393,36.1323155216285,1.0531606359166878,1.2319244206860702,24.99641654404743,0.04928404111506283,15.564576028030181,0.1111111111111111,0.0628539361054709,0.9256537928861955,0.8845078674559337,0.5614152332749337,0.9185635264839069,2.5804326594762155,15.621164131569563,30.796694732230986,74.30025445292621,23.012722646310433
V2 tol0.0 | B 2R tgt,20.0,0.5047470092773437,393,36.1323155216285,1.0544027620001286,1.0031126887828812,19.998260538070635,0.0501599970094028,12.282807316213097,0.0,0.0,0.9284361879587115,0.8864199857994465,0.5623262526603209,0.9202529661123361,2.484189166567595,15.16766944717148,30.124519359940482,74.30025445292621,23.012722646310433
V2 tol0.0 | B 3R tgt,25.0,1.1595999145507812,366,32.51366120218579,1.38517586515368,16.104593634027943,24.998709655766294,0.6442169958285506,19.93225532406765,4.177777777777778,0.1749779527558183,1.1988049999831447,1.2189780531842818,0.7301371853640201,1.01960537046646,4.9267690069927825,25.7018411897449,43.89320288089561,80.05464480874316,33.12021857923497
V2 tol0.0 | B 3R tgt,20.0,0.9038931274414062,366,32.51366120218579,1.3806839679129332,12.592573599525325,19.99901496370867,0.6296596918586497,15.809113775246766,0.3111111111111111,0.1911627837120584,1.2035869794629515,1.2244060305585496,0.7336215961050367,1.0247805149751024,4.325335663869394,23.211206387542582,40.89242995213116,80.05464480874316,33.12021857923497
