ft,st,fast,slow,side,rise,win,exit,n,wr,pf1,net1,dd1,top10,pf2,net2
EMA,SMA,50,200,long,False,all-day,cross+3ATR,552,15.03623188405797,0.6652145658118414,-4238.727633574518,4243.927633574518,-100.17864715735689,0.6072571392362749,-5342.727633574518
EMA,SMA,50,200,long,False,cash10-16,cross,158,34.177215189873415,0.9762484520446915,-170.7000000000071,1616.8000000000002,-2371.8219097831457,0.9341843703092663,-486.7000000000071
EMA,SMA,50,200,long,False,cash10-16,cross+3ATR,504,16.666666666666664,0.7264125987462396,-3157.235749942338,3336.2826711478247,-134.36437238104494,0.6636798851391131,-4165.235749942338
EMA,SMA,50,200,long,True,all-day,cross,417,21.58273381294964,0.7473100328504491,-2346.1000000000085,2502.0000000000073,-157.91313243254712,0.6803019945311237,-3180.1000000000085
EMA,SMA,50,200,long,True,all-day,cross+3ATR,750,15.866666666666667,0.5982718499640103,-5243.527588678547,5248.727588678546,-75.09829849092851,0.5293701030364509,-6743.527588678547
EMA,SMA,50,200,long,True,cash10-16,cross,350,23.714285714285715,0.782271539855498,-1850.3000000000084,2014.9000000000078,-196.8761822407169,0.7179308514168153,-2550.3000000000084
EMA,SMA,50,200,long,True,cash10-16,cross+3ATR,659,16.69195751138088,0.6168905499230347,-4606.140393349122,4611.340393349122,-83.67743209836341,0.5490094112023006,-5924.140393349122
EMA,SMA,50,200,both,False,all-day,cross,324,26.851851851851855,0.7169245049504939,-4574.500000000023,4841.0,-107.38878565963442,0.686089355589081,-5222.500000000023
EMA,SMA,50,200,both,False,all-day,cross+3ATR,1118,14.937388193202148,0.5611798840198687,-11455.867621414069,11461.067621414062,-44.3886065032263,0.5113287800283683,-13691.867621414069
EMA,SMA,50,200,both,False,cash10-16,cross,309,29.449838187702266,0.7733856307946907,-3478.1000000000085,4876.0,-145.22584169517808,0.7405232484479914,-4096.100000000009
EMA,SMA,50,200,both,False,cash10-16,cross+3ATR,1090,16.3302752293578,0.5983896242042294,-10233.25544959804,10238.455449598037,-50.92416607468443,0.5455426350159687,-12413.25544959804
EMA,SMA,50,200,both,True,all-day,cross,844,20.260663507109005,0.6386613175675669,-6845.200000000015,6872.400000000017,-66.74311926605492,0.579792289396319,-8533.200000000015
EMA,SMA,50,200,both,True,all-day,cross+3ATR,1486,16.41991924629879,0.5239630604302006,-12543.458299114282,12548.658299114282,-37.36369897551251,0.4623433438722188,-15515.458299114282
EMA,SMA,50,200,both,True,cash10-16,cross,711,21.09704641350211,0.6516654228926569,-6114.7000000000135,6149.700000000014,-73.55062390632398,0.5967997346486764,-7536.7000000000135
EMA,SMA,50,200,both,True,cash10-16,cross+3ATR,1313,16.907844630616907,0.53407503638082,-11452.553907691246,11462.853907691246,-40.347332457407504,0.4744347874118415,-14078.553907691246
